StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,SrcPkts
2022/09/05 15:21:19.102337,0.079673,tcp,92.63.197.161,47047,   ->,137.184.18.211,64804,SR_RA,0,0,3,166,112,2
2022/09/05 15:21:21.994189,0.000055,tcp,2.57.122.225,42854,   ->,137.184.18.211,45413,S_RA,0,0,2,110,56,1
2022/09/05 15:21:33.465027,0.164958,tcp,54.149.99.181,56925,   ->,137.184.18.211,3389,SRPAEC_SPA,0,0,7,468,275,4
2022/09/05 15:21:33.969314,774.757690,icmp,52.83.59.125,0x0008,  <->,137.184.18.211,0x0400,ECO,0,0,8,424,224,4
2022/09/05 15:21:34.462998,15.165956,tcp,91.198.115.19,40942,   ->,137.184.18.211,18080,FSPA_SA,0,0,21,1791,1123,11
2022/09/05 15:21:37.873637,0.113682,tcp,79.124.62.82,46823,   ->,137.184.18.211,21206,SR_RA,0,0,3,166,112,2
2022/09/05 15:21:40.398253,0.091611,tcp,92.63.197.171,43737,   ->,137.184.18.211,17710,SR_RA,0,0,3,166,112,2
2022/09/05 15:21:40.754772,0.185040,tcp,40.115.49.158,63747,   ->,137.184.18.211,3389,SRPA_SPA,0,0,7,468,275,4
2022/09/05 15:21:41.616043,0.000048,icmp,161.189.81.123,0x0008,  <->,137.184.18.211,0x0600,ECO,0,0,2,106,56,1
2022/09/05 15:21:49.588308,15.264649,tcp,91.198.115.20,14506,   ->,137.184.18.211,18080,FSPA_SA,0,0,27,2328,1426,14
2022/09/05 15:21:50.956371,0.146694,tcp,185.156.73.131,57425,   ->,137.184.18.211,3703,SR_RA,0,0,3,166,112,2
2022/09/05 15:21:53.245960,0.000054,tcp,2.57.122.98,48398,   ->,137.184.18.211,80,S_RA,0,0,2,110,56,1
2022/09/05 15:21:53.877499,5.071457,tcp,34.122.55.67,47960,   ->,137.184.18.211,18080,FSPA_SA,96,0,7,754,548,4
2022/09/05 15:21:58.250711,0.165255,tcp,54.149.99.181,63374,   ->,137.184.18.211,3389,SRPAEC_SPA,0,0,7,468,275,4
2022/09/05 15:22:00.137418,0.000049,icmp,143.244.58.247,0x0008,  <->,137.184.18.211,0x9b98,ECO,0,0,2,116,58,1
2022/09/05 15:22:01.207821,0.000059,udp,162.142.125.130,45793,   ->,137.184.18.211,1194,INT,0,,1,56,56,1
2022/09/05 15:22:01.207880,0.000000,icmp,137.184.18.211,0x0303,   ->,162.142.125.130,0xaa04,URP,192,,1,84,84,1
2022/09/05 15:22:01.338181,60.190796,tcp,91.198.115.205,45428,   ->,137.184.18.211,18080,FSPA_SA,0,0,79,6272,3582,40
2022/09/05 15:22:03.412897,0.229876,tcp,40.115.49.158,51923,   ->,137.184.18.211,3389,SRPA_SPA,0,0,7,468,275,4
2022/09/05 15:22:04.812362,15.256633,tcp,91.198.115.21,27406,   ->,137.184.18.211,18080,FSPA_SA,0,0,24,1989,1321,14
2022/09/05 15:22:08.541549,0.268989,tcp,116.62.223.211,62164,   ->,137.184.18.211,3389,SRPAEC_SRAE,0,0,8,505,331,5
2022/09/05 15:22:09.314761,60.326210,tcp,209.222.252.3,4120,   ->,137.184.18.211,18080,FSPA_SA,0,0,63,5053,2963,32
2022/09/05 15:22:16.590928,0.000051,tcp,167.94.145.24,43139,   ->,137.184.18.211,9101,S_RA,0,0,2,112,58,1
2022/09/05 15:22:20.028637,15.440319,tcp,91.198.115.22,38446,   ->,137.184.18.211,18080,FSPA_SA,0,0,27,2328,1426,14
2022/09/05 15:22:23.170430,0.257368,tcp,36.137.214.163,51292,   ->,137.184.18.211,2376,SR_RA,4,4,3,166,112,2
2022/09/05 15:22:23.335909,0.195332,tcp,54.149.99.181,53427,   ->,137.184.18.211,3389,SRPAEC_SPA,0,0,7,468,275,4
2022/09/05 15:22:25.709195,0.166557,tcp,40.115.49.158,56426,   ->,137.184.18.211,3389,SRPA_SPA,0,0,7,468,275,4
2022/09/05 15:22:35.429188,15.099772,tcp,91.198.115.23,31430,   ->,137.184.18.211,18080,FSPA_SA,0,0,21,1791,1123,11
2022/09/05 15:22:36.819725,0.011092,tcp,137.184.18.211,51370,   ->,169.254.169.254,80,FSPA_FSPA,0,0,10,2117,1552,5
2022/09/05 15:22:37.955848,0.000055,tcp,167.248.133.148,27323,   ->,137.184.18.211,5090,S_RA,0,0,2,112,58,1
2022/09/05 15:22:38.071163,0.000064,tcp,104.156.155.21,62582,   ->,137.184.18.211,443,S_RA,0,0,2,112,58,1
2022/09/05 15:22:44.009966,250.479004,icmp,52.82.47.106,0x0008,  <->,137.184.18.211,0x0600,ECO,0,0,4,212,112,2
2022/09/05 15:22:47.669639,0.195508,tcp,40.115.49.158,60367,   ->,137.184.18.211,3389,SRPA_SPA,0,0,7,468,275,4
2022/09/05 15:22:49.479469,0.177576,tcp,54.149.99.181,59854,   ->,137.184.18.211,3389,SRPAEC_SPA,0,0,7,468,275,4
2022/09/05 15:22:50.487597,15.057361,tcp,91.198.115.24,45508,   ->,137.184.18.211,18080,FSPA_SA,0,0,21,1791,1123,11
2022/09/05 15:22:52.020388,0.000053,tcp,128.199.23.172,61953,   ->,137.184.18.211,38751,S_RA,32,32,2,110,56,1
2022/09/05 15:23:01.481540,60.547440,tcp,91.198.115.205,61135,   ->,137.184.18.211,18080,FSPA_SA,0,0,73,5897,3441,37
2022/09/05 15:23:09.586187,60.410763,tcp,209.222.252.3,50521,   ->,137.184.18.211,18080,FSPA_SA,0,0,91,7346,4188,46
2022/09/05 15:23:09.831310,0.173386,tcp,40.115.49.158,64809,   ->,137.184.18.211,3389,SRPA_SPA,0,0,7,468,275,4
2022/09/05 15:23:09.869833,0.000056,udp,185.196.220.70,44570,   ->,137.184.18.211,53,INT,0,,1,73,73,1
2022/09/05 15:23:09.869889,0.000000,icmp,137.184.18.211,0x0303,   ->,185.196.220.70,0x3500,URP,192,,1,101,101,1
2022/09/05 15:23:11.572988,0.113404,tcp,91.240.118.151,52262,   ->,137.184.18.211,3409,SR_RA,0,0,3,166,112,2
2022/09/05 15:23:12.237790,0.000056,tcp,122.117.231.186,26301,   ->,137.184.18.211,23,S_RA,0,0,2,110,56,1
2022/09/05 15:23:12.269755,0.000050,tcp,128.199.198.35,61953,   ->,137.184.18.211,5762,S_RA,0,0,2,110,56,1
2022/09/05 15:23:14.469199,0.169849,tcp,54.149.99.181,49903,   ->,137.184.18.211,3389,SRPAEC_SPA,0,0,7,468,275,4
2022/09/05 15:23:15.500316,15.056642,tcp,91.198.115.25,52041,   ->,137.184.18.211,18080,FSPA_SA,0,0,21,1791,1123,11
2022/09/05 15:23:28.407734,899.661987,icmp,52.82.32.126,0x0008,  <->,137.184.18.211,0x0400,ECO,0,0,6,318,168,3
2022/09/05 15:23:30.513793,15.167161,tcp,91.198.115.26,8481,   ->,137.184.18.211,18080,FSPA_SA,0,0,27,2247,1345,14
2022/09/05 15:23:31.895877,0.311156,tcp,64.44.141.235,52800,   ->,137.184.18.211,3389,SR_SA,0,0,4,226,168,3
2022/09/05 15:23:32.558515,0.180030,tcp,40.115.49.158,53087,   ->,137.184.18.211,3389,SRPA_SPA,0,0,7,468,275,4
2022/09/05 15:23:38.848515,0.174296,tcp,54.149.99.181,56334,   ->,137.184.18.211,3389,SRPAEC_SPA,0,0,7,468,275,4
2022/09/05 15:23:45.638686,15.106312,tcp,91.198.115.27,16113,   ->,137.184.18.211,18080,FSPA_SA,0,0,21,1791,1123,11
